AccountId,Region,VpcId,Name,CidrBlock,IsDefault,State,DhcpOptionsId,InstanceTenancy,AdditionalCidrBlocks,Tags
014498642181,us-east-1,vpc-078e8685d06b311fa,mi-lz-tech-svcs-prod-us-east-1-vpc,10.215.248.0/23,False,available,dopt-08cfa50cb970d1745,default,[],"[{'Key': 'location', 'Value': 'aws-us-east-1'}, {'Key': 'cloudservice', 'Value': 'no_tier0_vpc'}, {'Key': 'Description', 'Value': 'prod us-east-1 VPC for Tech Services'}, {'Key': 'Name', 'Value': 'mi-lz-tech-svcs-prod-us-east-1-vpc'}, {'Key': 'tfc_created', 'Value': 'true'}, {'Key': 'environment', 'Value': 'prod'}, {'Key': 'owner', 'Value': 'Dan Cronin'}, {'Key': 'RequestedBy', 'Value': 'numen682'}, {'Key': 'STNOStatus-VPCAssociation', 'Value': '2024-07-31T19:11:38Z: VPC has been associated with the Transit Gateway Routing Table/Domain'}, {'Key': 'STNOStatus-VPCPropagation', 'Value': '2024-07-31T19:14:01Z: VPC RT propagation has been enabled to the Transit Gateway Routing Table/Domain'}, {'Key': 'Associate-with', 'Value': 'tgw-prod-accounts-rt'}, {'Key': 'Propagate-to', 'Value': 'tgw-prod-accounts-rt,tgw-dx-prod-rt,tgw-shared-account-rt,tgw-virginia-oregon-peer-rt'}, {'Key': 'STNOStatus-VPCAttachment', 'Value': '2024-07-31T19:09:23Z: VPC has been attached to the Transit Gateway'}, {'Key': 'createdby', 'Value': 'jmeht561'}, {'Key': 'project', 'Value': 'Tech Services'}, {'Key': 'dud', 'Value': '52529967325'}]"
015223062308,us-east-1,vpc-0766434e9b97c0607,mi-lz-mpg-dev-us-east-1-vpc,10.215.33.0/24,False,available,dopt-02e22c824b3240483,default,[],"[{'Key': 'Requested_By', 'Value': 'jalop838'}, {'Key': 'STNOStatus-VPCAttachment', 'Value': '2023-05-24T18:45:28Z: VPC has been attached to the Transit Gateway'}, {'Key': 'location', 'Value': 'aws-us-east-1'}, {'Key': 'Description', 'Value': 'Migration of MPG platform hosted in Rackspace private cloud'}, {'Key': 'cloudservice', 'Value': 'no_tier0_vpc'}, {'Key': 'environment', 'Value': 'dev'}, {'Key': 'createdby', 'Value': 'anjok224'}, {'Key': 'Propagate-to', 'Value': 'tgw-nonprod-accounts-rt,tgw-dx-nonprod-rt,tgw-shared-account-rt,tgw-virginia-oregon-peer-rt'}, {'Key': 'dud', 'Value': '51519542154'}, {'Key': 'project', 'Value': 'lz foundational-tip prod account for mpg team'}, {'Key': 'tfc_created', 'Value': 'true'}, {'Key': 'Associate-with', 'Value': 'tgw-nonprod-accounts-rt'}, {'Key': 'Name', 'Value': 'mi-lz-mpg-dev-us-east-1-vpc'}, {'Key': 'owner', 'Value': 'Jesus Lopez'}, {'Key': 'STNOStatus-VPCAssociation', 'Value': '2023-05-24T18:47:30Z: VPC has been associated with the Transit Gateway Routing Table/Domain'}, {'Key': 'STNOStatus-VPCPropagation', 'Value': '2023-05-24T18:47:31Z: VPC RT propagation has been enabled to the Transit Gateway Routing Table/Domain'}]"
000156931719,us-east-1,vpc-0a55d95d59874d7e4,mi-lz-data-migration-gateway-dev-us-east-1-vpc,10.212.5.0/24,False,available,dopt-032be01b8e0501cc9,default,[],"[{'Key': 'environment', 'Value': 'dev'}, {'Key': 'dud', 'Value': '52529967570'}, {'Key': 'STNOStatus-VPCPropagation', 'Value': '2022-12-05T12:47:54Z: VPC RT propagation has been enabled to the Transit Gateway Routing Table/Domain'}, {'Key': 'project', 'Value': 'Data Migration Gateway'}, {'Key': 'Name', 'Value': 'mi-lz-data-migration-gateway-dev-us-east-1-vpc'}, {'Key': 'STNOStatus-VPCAttachment', 'Value': '2022-12-05T12:45:58Z: VPC has been attached to the Transit Gateway'}, {'Key': 'Propagate-to', 'Value': 'tgw-nonprod-accounts-rt,tgw-dx-nonprod-rt,tgw-shared-account-rt,tgw-virginia-oregon-peer-rt'}, {'Key': 'owner', 'Value': 'Jennifer Mefford'}, {'Key': 'createdby', 'Value': 'rjain362'}, {'Key': 'Associate-with', 'Value': 'tgw-nonprod-accounts-rt'}, {'Key': 'location', 'Value': 'aws-us-east-1'}, {'Key': 'STNOStatus-VPCAssociation', 'Value': '2022-12-05T12:47:40Z: VPC has been associated with the Transit Gateway Routing Table/Domain'}, {'Key': 'cloudservice', 'Value': 'no_tier0_vpc'}, {'Key': 'tfe_created', 'Value': 'true'}]"
034362027756,us-east-1,vpc-080c7679bbf4c51cd,mi-lz-pms-dev-us-east-1-vpc,10.212.118.128/25,False,available,dopt-08e97b558d0cd1518,default,"['10.212.119.0/24', '10.215.108.0/22']","[{'Key': 'Description', 'Value': 'dev us-east-1 vpc for pms'}, {'Key': 'Propagate-to', 'Value': 'tgw-nonprod-accounts-rt,tgw-dx-nonprod-rt,tgw-shared-account-rt,tgw-virginia-oregon-peer-rt'}, {'Key': 'dud', 'Value': '52529967301'}, {'Key': 'Associate-with', 'Value': 'tgw-nonprod-accounts-rt'}, {'Key': 'Name', 'Value': 'mi-lz-pms-dev-us-east-1-vpc'}, {'Key': 'STNOStatus-VPCAttachment', 'Value': '2024-08-12T10:14:22Z: VPC has been attached to the Transit Gateway'}, {'Key': 'tfc_created', 'Value': 'true'}, {'Key': 'STNOStatus-VPCAssociation', 'Value': '2024-08-12T10:17:45Z: VPC has been associated with the Transit Gateway Routing Table/Domain'}, {'Key': 'createdby', 'Value': 'jmeht561'}, {'Key': 'RequestedBy', 'Value': 'numen682'}, {'Key': 'project', 'Value': 'Property Management Systems'}, {'Key': 'STNOStatus-VPCPropagation', 'Value': '2024-08-12T10:17:30Z: VPC RT propagation has been enabled to the Transit Gateway Routing Table/Domain'}, {'Key': 'cloudservice', 'Value': 'no_tier0_vpc'}, {'Key': 'environment', 'Value': 'dev'}, {'Key': 'location', 'Value': 'aws-us-east-1'}, {'Key': 'owner', 'Value': 'Jared Spindler'}]"
047659599919,us-east-1,vpc-083c99f0a54576328,mi-lz-ocp-prod-us-east-1-vpc,10.212.252.0/23,False,available,dopt-03b0dffab7afb402f,default,[],"[{'Key': 'STNOStatus-VPCAttachment', 'Value': '2022-10-11T05:24:51Z: VPC has been attached to the Transit Gateway'}, {'Key': 'tfe_created', 'Value': 'true'}, {'Key': 'location', 'Value': 'aws-us-east-1'}, {'Key': 'environment', 'Value': 'prod'}, {'Key': 'STNOStatus-VPCAssociation', 'Value': '2022-10-11T05:27:27Z: VPC has been associated with the Transit Gateway Routing Table/Domain'}, {'Key': 'cloudservice', 'Value': 'no_tier0_vpc'}, {'Key': 'owner', 'Value': 'ICD Public Cloud kdelt508'}, {'Key': 'Associate-with', 'Value': 'tgw-prod-accounts-rt'}, {'Key': 'project', 'Value': 'ocp prod account for landing zone'}, {'Key': 'Name', 'Value': 'mi-lz-ocp-prod-us-east-1-vpc'}, {'Key': 'Propagate-to', 'Value': 'tgw-prod-accounts-rt,tgw-dx-prod-rt,tgw-shared-account-rt,tgw-virginia-oregon-peer-rt'}, {'Key': 'createdby', 'Value': 'tshet584'}, {'Key': 'dud', 'Value': '51519542158'}, {'Key': 'STNOStatus-VPCPropagation', 'Value': '2022-10-11T05:27:41Z: VPC RT propagation has been enabled to the Transit Gateway Routing Table/Domain'}]"
047659599919,us-west-2,vpc-0b07d46b6bb8d9560,mi-lz-ocp-prod-us-west-2-vpc,10.213.160.0/23,False,available,dopt-02b7a53535983685c,default,[],"[{'Key': 'Name', 'Value': 'mi-lz-ocp-prod-us-west-2-vpc'}, {'Key': 'Associate-with', 'Value': 'tgw-prod-accounts-rt'}, {'Key': 'dud', 'Value': '51519542158'}, {'Key': 'owner', 'Value': 'ICD Public Cloud kdelt508'}, {'Key': 'Propagate-to', 'Value': 'tgw-prod-accounts-rt,tgw-dx-prod-rt,tgw-shared-account-rt,tgw-oregon-virginia-peer-rt'}, {'Key': 'createdby', 'Value': 'anjok224'}, {'Key': 'cloudservice', 'Value': 'no_tier0_vpc'}, {'Key': 'location', 'Value': 'aws-us-west-2'}, {'Key': 'STNOStatus-VPCAttachment', 'Value': '2023-01-30T17:00:14Z: VPC has been attached to the Transit Gateway'}, {'Key': 'project', 'Value': 'ocp prod account for landing zone'}, {'Key': 'STNOStatus-VPCPropagation', 'Value': '2023-01-30T17:03:57Z: VPC RT propagation has been enabled to the Transit Gateway Routing Table/Domain'}, {'Key': 'STNOStatus-VPCAssociation', 'Value': '2023-01-30T17:03:55Z: VPC has been associated with the Transit Gateway Routing Table/Domain'}, {'Key': 'tfe_created', 'Value': 'true'}, {'Key': 'environment', 'Value': 'prod'}]"
047659599919,eu-west-2,vpc-0f7c905114497cee6,mi-lz-ocp-prod-eu-west-2-vpc,10.86.136.0/23,False,available,dopt-0e13c5130f64dc3c2,default,[],"[{'Key': 'tfe_created', 'Value': 'true'}, {'Key': 'dud', 'Value': '51519542158'}, {'Key': 'STNOStatus-VPCAssociation', 'Value': '2022-12-16T19:50:07Z: VPC has been associated with the Transit Gateway Routing Table/Domain'}, {'Key': 'location', 'Value': 'aws-eu-west-2'}, {'Key': 'STNOStatus-VPCAttachment', 'Value': '2022-12-16T19:46:34Z: VPC has been attached to the Transit Gateway'}, {'Key': 'createdby', 'Value': 'anjok224'}, {'Key': 'STNOStatus-VPCPropagation', 'Value': '2022-12-16T19:50:10Z: VPC RT propagation has been enabled to the Transit Gateway Routing Table/Domain'}, {'Key': 'owner', 'Value': 'ICD Public Cloud kdelt508'}, {'Key': 'Associate-with', 'Value': 'tgw-prod-accounts-rt'}, {'Key': 'Propagate-to', 'Value': 'tgw-prod-accounts-rt,tgw-dx-prod-rt,tgw-shared-account-rt,tgw-london-virginia-peer-rt,tgw-london-oregon-peer-rt'}, {'Key': 'project', 'Value': 'ocp prod account for landing zone'}, {'Key': 'Name', 'Value': 'mi-lz-ocp-prod-eu-west-2-vpc'}, {'Key': 'cloudservice', 'Value': 'no_tier0_vpc'}, {'Key': 'environment', 'Value': 'prod'}]"
054084606462,us-east-1,vpc-02a0e4b6aeb1614c4,MarriottCSAO-ForensicEvidenceCollection,10.0.0.0/24,False,available,dopt-8d858af7,default,[],"[{'Key': 'program', 'Value': 'cloud_security_automation'}, {'Key': 'environment', 'Value': 'prod'}, {'Key': 'sub_project', 'Value': 'gis018_cloud_security_enhancements'}, {'Key': 'Name', 'Value': 'MarriottCSAO-ForensicEvidenceCollection'}, {'Key': 'cloudservice', 'Value': 'no_tier0_events'}, {'Key': 'createdby', 'Value': 'ragra214/ptane645/aagra386/bdas543/dbhar302/skanj016/skhan031/apura285/kkuma675'}, {'Key': 'accenture_ru', 'Value': 'na'}, {'Key': 'owner', 'Value': 'zlali677/lsain147'}, {'Key': 'location', 'Value': 'aws-us-east-1'}, {'Key': 'dud', 'Value': '52529967153'}, {'Key': 'project', 'Value': 'H:Sec Eng and Architect Home'}]"
054084606462,us-east-1,vpc-0e96e28a641ab5fc0,CIRT-VPC,172.0.0.0/28,False,available,dopt-8d858af7,default,[],"[{'Key': 'Name', 'Value': 'CIRT-VPC'}, {'Key': 'department', 'Value': 'CIRT'}]"
054084606462,us-east-1,vpc-07e44b0d5a98bd525,mi-cirt-sandbox-us-east-1-vpc,192.168.0.0/23,False,available,dopt-0ccae4913e591618d,default,[],"[{'Key': 'environment', 'Value': 'sandbox'}, {'Key': 'tfc_created', 'Value': 'true'}, {'Key': 'Description', 'Value': 'Sandbox account for CIRT'}, {'Key': 'Name', 'Value': 'mi-cirt-sandbox-us-east-1-vpc'}, {'Key': 'location', 'Value': 'aws-us-east-1'}, {'Key': 'cloudservice', 'Value': 'no_tier0_vpc'}, {'Key': 'owner', 'Value': 'Arno Van der walt'}, {'Key': 'RequestedBy', 'Value': 'zlali677'}, {'Key': 'dud', 'Value': '52529967510'}, {'Key': 'project', 'Value': 'CIRT'}, {'Key': 'createdby', 'Value': 'vsura622'}]"
054084606462,us-east-1,vpc-04e78579,Unnamed,172.31.0.0/16,True,available,dopt-8d858af7,default,[],[]
054084606462,us-east-1,vpc-0de0aadbc841d73cf,ForensicsVPC,172.16.0.0/16,False,available,dopt-8d858af7,default,[],"[{'Key': 'Name', 'Value': 'ForensicsVPC'}, {'Key': 'aws:cloudformation:stack-name', 'Value': 'SecurityAccount-forensicResources-17G4BSMM5D5EP'}, {'Key': 'aws:cloudformation:logical-id', 'Value': 'forensicsVPC'}, {'Key': 'aws:cloudformation:stack-id', 'Value': 'arn:aws:cloudformation:us-east-1:054084606462:stack/SecurityAccount-forensicResources-17G4BSMM5D5EP/0dfa9eb0-5281-11ec-8e15-0a0b212baf21'}]"
054084606462,us-west-2,vpc-2be8ed53,Unnamed,172.31.0.0/16,True,available,dopt-6ac3f112,default,[],[]
054084606462,eu-west-2,vpc-01350169,Unnamed,172.31.0.0/16,True,available,dopt-1547487d,default,[],[]
054084606462,ap-northeast-1,vpc-574db731,Unnamed,172.31.0.0/16,True,available,dopt-6a5fbf0c,default,[],[]
054084606462,ap-southeast-1,vpc-d272b9b4,Unnamed,172.31.0.0/16,True,available,dopt-5ca4693a,default,[],[]
049097634855,us-east-1,vpc-03c57236d43540e68,mi-lz-dc-sales-test-us-east-1-vpc,10.212.79.0/24,False,available,dopt-06a5d51c8a8a08005,default,[],"[{'Key': 'Description', 'Value': 'Dev account for Corporate Sales'}, {'Key': 'createdby', 'Value': 'anjok224'}, {'Key': 'cloudservice', 'Value': 'no_tier0_vpc'}, {'Key': 'Requested_By', 'Value': 'jreed432'}, {'Key': 'location', 'Value': 'aws-us-east-1'}, {'Key': 'STNOStatus-VPCAssociation', 'Value': '2023-03-03T18:54:12Z: VPC has been associated with the Transit Gateway Routing Table/Domain'}, {'Key': 'STNOStatus-VPCPropagation', 'Value': '2023-03-03T18:55:20Z: VPC RT propagation has been enabled to the Transit Gateway Routing Table/Domain'}, {'Key': 'Name', 'Value': 'mi-lz-dc-sales-test-us-east-1-vpc'}, {'Key': 'tfe_created', 'Value': 'true'}, {'Key': 'dud', 'Value': '52529967196'}, {'Key': 'owner', 'Value': 'I:MGP Sales Corporate Sales Jeff Golding'}, {'Key': 'Propagate-to', 'Value': 'tgw-nonprod-accounts-rt,tgw-dx-nonprod-rt,tgw-shared-account-rt,tgw-virginia-oregon-peer-rt'}, {'Key': 'STNOStatus-VPCAttachment', 'Value': '2023-03-03T18:52:33Z: VPC has been attached to the Transit Gateway'}, {'Key': 'project', 'Value': 'lz test Sales account for mgp team'}, {'Key': 'Associate-with', 'Value': 'tgw-nonprod-accounts-rt'}, {'Key': 'environment', 'Value': 'test'}]"
085583886818,ap-northeast-1,vpc-0faf5110cca3bf17b,mi-glz-ap-ne-prod-ss-vpc,172.31.128.0/24,False,available,dopt-086a36714c6d6292b,default,[],"[{'Key': 'createdby', 'Value': 'tshet584'}, {'Key': 'owner', 'Value': 'Sec Eng and Architecture Oliver Alvarez'}, {'Key': 'project', 'Value': 'Great Landing Zone'}, {'Key': 'Name', 'Value': 'mi-glz-ap-ne-prod-ss-vpc'}, {'Key': 'dud', 'Value': '52529967581'}, {'Key': 'environment', 'Value': 'prod-shared-services'}, {'Key': 'location', 'Value': 'aws-ap-northeast-1'}, {'Key': 'tfe_created', 'Value': 'true'}]"
085583886818,ap-southeast-1,vpc-05b77e42b7766e347,mi-glz-ap-se-prod-ss-vpc,172.31.32.0/24,False,available,dopt-010a3fdb98341ae42,default,[],"[{'Key': 'createdby', 'Value': 'tshet584'}, {'Key': 'Name', 'Value': 'mi-glz-ap-se-prod-ss-vpc'}, {'Key': 'location', 'Value': 'aws-ap-southeast-1'}, {'Key': 'dud', 'Value': '52529967581'}, {'Key': 'environment', 'Value': 'prod-shared-services'}, {'Key': 'tfe_created', 'Value': 'true'}, {'Key': 'owner', 'Value': 'Sec Eng and Architecture Oliver Alvarez'}, {'Key': 'project', 'Value': 'Great Landing Zone'}]"
